Lütfen şu küçük resimlerin üzerine başlıktaki yazıyı eklemeyin. Clickbait haber başlıkları gibi çok çirkin ve itici duruyor...                ,4 ay
Allah başka dert vermesin elbette ben de dert ediyordum. İyi oldu çıkıp söylemeniz. Bi de kullanılan tasarımı en son UçanKuş magazin sayfasında görmüştüm. Gerçekten gözleri kanatıyor. Umarım yetkililer sesimizi duyarlar :(                ,4 ay
Mercedes Türkiye'ye me servislerini açsın önce. Koca ülkeyi sallamayan bir marka şu an. Yıllardır bu işi çözmedi.                ,4 ay
review,date
selam şimdi gördüm mesajı. daha sonra iletişime geçtiler ama yinede herşey fiyasko                ,4 ay
review,date
"
Aslında Nisan ayında olacak bir değişim idi.  yetişmedi muhtemelen ...Artık alıcı online aracını konfigüre edip,aynı anda da hangi bayiden aracını alacağını seçip siparişini verecek...TESLA'dan sonra Mercedes de online satışa geçiyor.Bir çok meşhur bayii  operasyonlarına son verecektir....< Resime gitmek için tıklayın > ",6 ay
herkesin kafasinda: kargoyu kim oduyecek :)                ,6 ay
"
 ",6 ay
"15 mayısta balerin sistemi açılıyor, yani arabalar yine galeriye satılacak. Ben yarın Bmw ‘ye kapora vereceğim. İyice tadı kaçtı, size sabırlar diliyorum                ",5 ay
Bazı aldığım diyaloglara bakılırsa bu iş bir şey değiştirmez .)                ,5 ay
Sayfa sürekli güncelleniyor...Instagram da geri sayım koydular Mercedes-Benz TR için...Bazı modeller listelerden kaldırıldıBAzı modellerde konfigüratörden...Sanırım sıkı bir hazırlık yapılıyor.Anladığım kadarı ile ise Merso kendisi fiyatandırmaya piyasaya yakın konumlandıracak...Birden A-sedan fiyatları 150-200 bandında zamlandı..                ,5 ay
"Evetttt açıldı online satış....BU işte bir iş var bence...Dostlar alışverişte görsün.Araç listeye düşüyor,tıklıyorsun maalesef yok... Bence ya bayilere peşkeş çekiliyor.Ya da bu düşen araçlar hikaye....                ",5 ay
Maalesef bu sistemden araç sahibi olmanız imkansız arkadaşlar. Rezervasyon kısmında kredi kartı seçeneğine geldiğinizde sistem hata veriyor....                ,5 ay
"Hazır arabayı satmayı bile beceremiyorlar, bu kadar kötü bir sistem olamaz. Sorsan ülkeyi on numara yönetiriz der bunu yapan yazılımcı...                ",5 ay
Dün sabah 3 kere aynı seri farklı donanım araç yakaladım.Kredi kartı ile rezervasyon ödemesine geldiğinizde hata mesajı geliyor...Yalan Dolan....                ,5 ay
"Ne hatası veriyor, ben daha o ekranı bile göremedim 😀                ",5 ay
"Biraz önce aşağıdaki araç satışa hazır olarak görünüyordu, bir sonraki ekranda mevcut değil diyor. Geri gelip arıyorum ve aracı aslında bulabiliyorum. Cidden çok başarısız bir sistem kurmuşlar....< Resime gitmek için tıklayın >< Resime gitmek için tıklayın > ",5 ay
"Ohooooo Bahsettiğim sayfa şöyle : Araç ve fiyattan sonra *Rezerve et* sayfası geliyor. Orada işlem mail adresinizle başlayıp,kişisel bilgilerinizi ,adres,tc hepsini girince size hangi bayiiden almak istediğinizi soruyor.* İşaaretleyip kredi kartından 50.000tl rezervasyon ücreti çektiriyorsunuz.Ben buraya kadar 3 kez geldim.Sonra oppps Sistem Hatası diyor. KISACA MERSO şu an Gel Gel yapıyor. Bunu Merso ALmanya ve global e de yazdım....                ",5 ay
"ben rezerve yaptım ama sistem tamamen fiyasko. aracın konfigrasyonunu email atmadılar, girip verdiğin siparişin durumunu panelden göremiyorsun. bugün 3. gün hala acente(bayi) iletişime geçmedi                ",4 ay
review,date
Arkadaşlar bilmeden aldığım yakıt sebebiyle 2007 e220 cdi motor enjektörlerin memeleri erimiş arızalanmış. Devamında motor arızası verdi. Motor inecek elden geçecek. Enjektörleri yenisi ile değiştirdik bilgisayara bağladık ama motor arızası olduğu net. İçeri kamera ile baktılar ama kurum sebebiyle hasarın boyutu net belli değil. Yetkili Serviste çok pahalı olacak yaptırmak. Yıldırım Motor Yenileme ve Serdar Motor Yenileme var Ankarada. En iyisi bu ikisi deniyor. Bilen tecrübe eden varsa sevinirim. Bir de motoru söktürüp dağıttırılacak usta gerekiyor. Almer Mercedes ve Ankara Mercedes Ercan Usta var dediler. Bilgi verebilecek arkadaşım var mıdır.                ,4 ay
review,date
sıfır ayarında ilgilenen olursa telefon numarası iletebilirim.                ,5 ay
"Kardeşim, kimse saf gibi sıfır fiyatının üzerine para koyup ikinci el almıyor. Sahibinden de ben tüm ilanları favoriye aldım, satılan ilan sayısı çok belli.                ",5 ay
review,date
"E220d'yi iyi paraya satıp, E300 aldım ama tabi ki bayiden alamadım. Bir tane al-satçıdan aldım sıfır km, adam satamamış 1 ay acil para döndürdüğü için sıkışmış ve neredeyse bayi fiyatına aldım, ancak bu makyajlı kasa beni memnun etmiyor. CLS'den sonra tat vermiyor, dönüş ve manevrası bile eski Mercedes'ler gibi CLS gibi değil. Dar yerlerde gerçekten sorun yaratıyor. 3 litrenin altı E-F segment araçlar pişmanlık gerçekten ama CLS'ye uçuk fiyat çektikleri için almadım. Önce ki araç bir de arıza yapmıştı midem bulanmıştı. Ayrıca makyajlı kasalarda ekranın üstünde LED olmaması da ayrı bir sorun, 2016-2019 modellerde var bu. Kaput içini gri alüminyum yapmaları da tuhaf ve itici yine. Araç komple siyah motor etrafı alüminyum ham gri.                ",5 ay
"1.5 sene kullandım 2021 sonbaharında almıştım. Kalitesi ile ilgili yorum yapanlara inanma ve takılma. Segmentinin en sessiz aracı. Hastane gibi içerisi camlar kapalıyken, dizel motora rağmen en ufak ses yok. Eski Mercedes kalitesi arıyorsanız, o yok işte. W218 CLS'den sonra beni tatmin eden bir araç olmadı orası ayrı ama yine de gayet konforlu ve sessiz bir araç. Geçen hafta arkadaşın EQA aracını kullandım, araba çok güzel ve eğlenceli ama malzeme kalitesi ve yalıtım olarak E serisinin çeyreği etmez. Elektrikli olmasına rağmen kabin içine çok ses alıyor.                ",5 ay
"Aralarında 300 kiloya yakın ağırlık farkı var zaten, E300'ün yalıtımı daha iyi. En sessiz E serisi yani dizeller içinde ki. Çalıştığı zaman dışarıdan bile dizel motormuş gibi titreşimli bir ses vermiyor çok. Kaliteden çok donanım olarak daha zengin. Yoksa kokpit kaplamaları vs... hepsi aynı.                ",5 ay
"Bize gelen E serileri almanyadaki boş paketten daha dolu. keyless go, distronic vs bunlar hep opsiyon normalde.                ",5 ay
"Yakında üyeliğimi silip forumdan gideceğim. Artık çekilir bir yanı yok. Ne kadar malum partili fetö'cü varsa forumda, onlara ceza verilmiyor ''A'' diyince bizlere ceza veriliyor. Gerek yok yani.                ",5 ay
"Teknoloji anlamında sıkıntılı bir kasa W213 haklısın. Bu parayı verince her şey olsun istiyorsun ama Almanya'da Focus'dan 10.000€ pahalı olduğunu düşününce de, bizim ülkede abartılan bir segment ve para olduğunu anlayınca Mercedes'e de hak veriyorum. Özellikle dolu diye satılan E200d'lerin alayı boş aslında, anahtarsız giriş yok, şerit takip yok, kablosuz şarj yok, navigasyon yok, ön koltuk soğutma yok, arka koltuk ısıtma yok, masajlı sürücü koltuğu yok yok da yok. 2012 CLS'de saydıklarımın hepsi vardı.                ",5 ay
review,date
"güzel makine. 20 yaşına geldiğinde paramız yeter belki, hedef 2043.                ",9 ay
Bu mercedes araçların ön tarafını muhteşem yaparken arka tarafını bi o kadar çirkin yapıyor.                ,9 ay
Müteahhitlerimize hayırlı olsun ne diyelim.                ,9 ay
Yıllardır hayalimdeki araç. Ön ve arka tasarımını çok beğeniyorum. Yan profil ve iç dizayn da mükemmel. Ayrıca fiyat olarak da en ulaşılabilir Mercedes.                ,9 ay
Arkadan biri dokunsa tampon yok gitti bagajın yarısı                ,9 ay
"Hahahah 1.3 litre motor... Bunu alan da Mercedes'e biniyorum diyor.Mercedes ve BMW ruhu, sıralı 6 silindir motorlar ve arkadan itiş ile başlar. Bu böyledir. Geri kalanlar maalesef downsizing, kapitalizm ve dünyamız yok oluyor mantığının getirdiği ucubeler.                ",9 ay
fakirler yorum yapıyor. ,9 ay
A serisinden pahalı bir araç. Keşke içi aynı olmasa. Dıştan enfes bir araç.                ,9 ay
Allah razı olsun hocam sayende BMW 5.30i ve Mercedes E350'nin BMW& Mercedes ruhuunu yansıtmayan ucubeler olduğunu öğrendik.                ,9 ay
Ben makyajda biraz daha cesur olmalarini beklerdim. Yinede kullandigim donemde bu araci cok seviyordum.  ,9 ay
"Eski kafalılığın alemi yok. Alt serilerde 6 silindir hakimiyeti çoktan bitti. Bu markaların en çok sattığı motorlar 4 silindirli artık. 6 silindirli model gamı çok dar. 3-5, C-E serileri için bu böyle. Bunlardan üst seriler zaten en aşağı 6 silindir sunmak zorunda. 1.3 motora felan ben de karşıyım bu markalar için. en az 2 litre olmalı.                ",9 ay
Makyajla birlikte daha güzel bir görünüme kavuşmuş. Mercedes'e bakta tasarım dersi al ey BMW                ,9 ay
Makyajla birlikte daha güzel bir görünüme kavuşmuş. Mercedes'e bakta tasarım dersi al ey BMW                ,9 ay
Yalniz adamlar e kullaniyor                ,9 ay
"Marka tamam, piyasa şartları al benisine bakacaktır.                ",9 ay
"Hiç fena durmuyor ya. Ne zaman gelecek acaba bize makyajlısı, şu an satılanların hepsi eski.                ",5 ay
"Levorg,cla-cls shooting break ve A6 avant station sevdirdi bana   Kıbrıs'ta çok niyetlenmiştim bu kasa ilk çıktığında lakin G30 dan daha pahalı olduğunu görünce aynı hızla vazgeçmiştim   2020-2021 modelleri Volvo V40 veya Audi A3 gibi 550-600 bin tl olsa direk alırdım herhalde                ",5 ay
review,date
"
Elektrikli araçlara özel olan 'Van Electric Architecture VAN.EA' isimli bu platform üzerine inşa edilen ilk model 2026 yılında tanıtılacak. Bu platform, orta boyuttan büyük van modellere kadar pek çok aracın altyapısını oluşturacak.Şirket tarafından sıfırdan geliştirilen VAN.EA platformu, farklı türlerdeki %100 elektrikli araçlara uyum sağlayabilmesi adına üç modülden oluşuyor. Elektrik motorunun konumlandırıldığı ön modül, bu platformu kullanacak araçların hepsinde aynı olacak.Ölçeklenebilir şekilde tasarlanan merkez modül, farklı kapasitelerdeki yüksek voltajlı bataryalara ev sahipliği yapacak. Arka modül ise versiyona göre dört tekerlekten çekiş özelliği kazandıran elektrik motoruyla donatılabilecek.VAN.EA platformu, kullanım amacına göre kendi içerisinde ikiye ayrılacak: VAN.EA-P ve VAN.EA-C. Bunlardan ilki, VIP araç, mobil ofis veya geniş ailelerin aktivite aracı gibi alanlarda kullanılabilecek olan orta sınıf lüks araçların altyapısında kullanılacak.Mercedes, bu araçlarda 500 kilometrenin üzerinde menzil planlıyor. Ayrıca belirtilene göre bu araçlar ilk etapta seviye 2 otonom sürüş sistemine ve 2030 itibarıyla seviye 3 otonom sistemine sahip olacak.Ayrıca Bkz.Renault, büyük coupe-SUV modeli Rafale'yi önümüzdeki ay tanıtacakVAN.EA-C ise daha çok profesyoneller için geliştirilen ticari araçların temelini oluşturacak. Bu modeller, kurye, teslimat, ambulans ve kamp aracı gibi birçok farklı konfigürasyonda karşımıza çıkacak. Bu araçların 2030 sonrası sürücüsüz taşıma için seviye 4 otonom sürüş sistemiyle donatılması planlanıyor.VAN.EA temelli modeller Polonya'daki yeni karbon nötr fabrikada üretilecek. Sonraki süreçte Almanya ve İspanya'da da üretim başlayacak. Konuyla ilgili gelişmeleri siz değerli okurlarımıza aktarmaya devam edeceğiz. ",5 ay
"3 yılda çok şey değişir, her teker için teker çevresinde içeride ayrı motor olur, batarya ise birbirinden uzak 4 parça olur, bi parça alev alırsa trafik kazası sonucu en azından yangın çok büyük olmaz fln, daha pek çok aklıma gelmeyen şey kesin vardır                ",5 ay
dahili yangın söndürme sistemi mesela                ,5 ay
batarya yangınlarında Kaliforniya itfaiyesi artık hiçbirşey yapmadan yangının sönmesini beklemeye başlamış. Geçtiğimiz 7.mayıs'ta   Tesla komple yandıktan sonra külleri asfalttan kürekle kaldırıp gittiler.   < Resime gitmek için tıklayın > ,5 ay
"Piller o kadar agresif alev alıyor ki ve de kendi alevini kendi icerisinde materyalden aliyor, yakitini diyelim...O yuzden sondurmek de basa cikmak da  imkansiza yakin                ",5 ay
review,date
AB yasalarına göre gümrük birliği içinde ülkeler birbirine 2. el araç  gönderip alım satım yapabiliyor. O zaman da şimdiki kadar olmasa da vergiler yüksekti. Serbest bırakılsa TR'deki üreticiler ürün satamayacaktı. Bunun için düzenleme yapacağız deyip 6 ay ertelediler. Her 6 ayda bir o erteleme uzatılıyor. Hala devam..                ,5 ay
"Şu anda tüm randevularımız doludur. Lütfen daha sonra tekrar deneyiniz.   STOKTA YOK.   Stoklar tükenmiştir.   404 not found.   Bilgilerinizi doldurun, mülteri temsilcilerimiz en kısa zamanda sizinle iletişime geçecektir. GEÇMEDİ :((                ",5 ay
"Kuralkan bu süreci güzel yönetiyor. Bünyesindeki markaların online sipariş sisteminden motosiklet almış birisi olarak her firmanın bunu yapmasını umuyorum. Kuralkan'da, teslim tarihi sipariş verirken belli ki benim motosikletim tahmini teslim tarihinden 1 hafta erken geldi.Mercedes'in yapacağı yapıda bayiler hala satışta aktifler gibi duruyor, bayiler satış ve stok üzerinde etkiye sahip olacaksa bu sistemin mevcut sistemden farkı olmayacaktır. Satışlar sadece online olarak gerçek alıcı ve parayı gerçekten ödeyen kişi tarafından yapılacaksa belki sistem değişebilir. Neyse bunları dert etmeme gerek yok nasıl olsa Mercedes alamayacağım :)                ",5 ay
"Bu işin arası yok. Düzen öyle bir oldu ki, bu düzende olanlar babalarını tanımazlar. Ben komple karşıyım bu düzene. Bozmak elimden gelmese de, destek de olmam. Ne hakkım olmayan 1 kuruş yerim, ne de dolaylı ya da dolaysız içinde olacağım bir kuruş yediririm.Ha bence de bu düzeni yapan satışçılar işsiz kalabilir, kimse hak yemesin. Ettiklerini bulurlar. Tekrar söylüyorum. Senin de yapmış olduğun genelleme doğru değil                ",5 ay
vay be internetten araç satın almak he                ,5 ay
Herkes firmaları sıkıştırsa diğerlerine de yapmaz mi                ,5 ay
"Sürekli el altından rüşvet alıp üstüne bir de milleti süründüren, köpek çeken şeref yoksunu bayiler sonunda hak ettiğini buluyor.                ",5 ay
Bu ülkede ev ve araba hâşâ ilah vaziyetine konulmuş durumda. Araç piyasasına online satış darbe vurur inşallah. Ev piyasası bakalım ne olacak.                ,5 ay
"yavaştan tesla sistemine döner hepsi. bizdeki kan emici keneleri bırakın; düzgün çalışan ama stok bulundurmayan, ürünü hakkında bilgisi olmayan, özel sipariş almayan, müşteri deneyimi sunmayan, müşteri sorun yaşadığında müşterinin hakkını savunmayan bayiinin insan hayatına bir katkısı yok dolayısı ile uzun vadede yok olmaya mahkum ve o uzun vadenin sonuna geldik artık.                ",5 ay
"Sıfır araç göremeyenler filoların garajlarını gezsinler. Honda bütün cityleri filosuna ayırıyor çocuk nasılsa işten ayrılacağım 23500 liradan 36 aylık kiralama yapıyoruz abi arabanın sıfır fiyatından fazlasına %10 satın alma opsiyonlu verip geçiyoruz dedi. Ufacık bornova hondanın 1500 araçlık filosu var. Bizim sitenin girişinde osmanlı filo var önünde boydan sıfır dacialar, golfler dizili hepsi sıfır seri plaka takılmış bekliyor.                ",5 ay
öyle bişey yok. evet burdaki fiyatın çok altında yarısı-çeyreği vs. ama o ülkenin plakasını takarsan. TR plaka takmak için çekiciyle buraya getir gümrüğe sok ÖTV+KDV öde TR plaka tak. Geldi sana burdaki fiyatına. Belki araca göre %5-10 ucuza gelir ama garantisiz oluyor bu kadar kâr için değmez.                ,5 ay
Kargo ücreti var mı                ,5 ay
İnşallah tüm firmalar geçer bu sisteme. Millete artistlik yapan satış temsilcilerini göreceğim o zaman.                ,5 ay
"Kurunun yanında yaşta yanar. Sizin yaş olmanız sorun olmadığı gibi ne yazık ki mazerette olamıyor. Sonuçta ortada faydasız, zararlı ""kurular"" var.                ",5 ay
"merhaba 15 mayıs sabahı mı araç oluşturup kapora vereceğiz, süreç nasıl olacak acaba.                ",5 ay
"Hayır bayılere açılıyormuş. Sonraki hafta bize açılacakmış, ay içinde de konfigürasyona izin verilecekmiş. Ben şahsen bu kadar para verince tam istediğim gibi bir araba almak için bekleyeceğim                ",5 ay
Stoklar önce bayilere açılacakmış. Aynı tas aynı hamam devam yani. Belki daha önceden de yaptıkları gibi satılmayan birkaç modeli göstermelik olarak koyarlar.                ,5 ay
review,date
"Adalet kanunları garibana işler. Hakkını savunmak için bile avukata para veriyorsun. Çok zenginsen baroyu tutarsın. Çalıntı , hasarlı araçları bile birleştirip satanlar hala işine devam ediyorsa izin verenlerde onların ortağı ve rüşvetle beslenenidir.Garibansan suçun yoksa bile sana uygun bi suç bulunur. Harç parasını bile ödeyemeyenler var.                ",5 ay
Bunu hükümetin içindeki kodamanlar yapıyor desem şimdi buradan isim vermem doğru olmaz çocukları kardeşleri eşi dostuna yaptırıyorlar bu işi... Bizzat tanık oldum fakat isim veremeyeceğim göz yumuluyor 850 bin lik araç 1 milyona 1250 binlik araç 1500 e veriliyor üstelik arabayı sana veririm ama üstüne 6 ay sonra verebilirim rent a car da gözüküyor deniliyor... olay tamamen göz yumma ve peşkeş çekme üzerine kurulu...                ,5 ay
Tüm sistem böyle olmalı bayiler sadece araç bakımı yapmalı.                ,5 ay
Fazla heveslenmeyin derim zamanında nasıl ebay açık arttırımları manüpüle edildiyse buda edilir ayrıca seçimden sonra araç sorunu pek kalmayabilir ithalat musluğu açılacaktır tekrardan tabi kurda serbestleşecek                ,5 ay
"Bayi çalışanları yemek yedikleri kaba pislemeden önce düşüneceklerdi, tüm ülkeyi kendilerine düşman ettiler, bu iş bir yerde patlayacaktı illaki. İşini kaybetmekten korkanlar da şimdiye kadar aldıkları avantalarla al sat işine girsinler hazır alışmışlarken.                ",5 ay
devletin yapamadığını Mercedes yaptı. tebrik etmek lazım. darısı tüm markalara.                ,5 ay
"Bir ara bmw de benzer sistemi kullanıyordu, sonra online sistemden verilen sipariş bayiye düşmeye başladı, bayi de arayıp araç yok diyor. inşallah bir süre sonra bmw gibi sistemi yeniden bayilerin kontrolüne bırakmazlar. siparişi vermek dert değil, siparişin onaylanması sorun. hiçbir şekilde alım sürecine bayi müdahale edemezse iş yürür. sadece teslimat için bayi ile muhattap olmak yeterli. Bir de bu sistem üzerinden galericilerin onar onar araç siparişini engellemeleri gerekir. yoksa yine sıra muhabbeti ortaya çıkar. sonra da hemen teslim araç yine sıfır fiyatından pahalıya fiyatlanır. siparişlerin son kullanıcı olduğundan emin olunması gerekiyor. kimlik numarası bazında kota uygulanabilir.                ",5 ay
anlaşılan satışçılar ile aran kötü. iyi olsaydı tanıdıklarına araç aldırabilirdin                ,5 ay
"inşallah işsiz kalırlar, sıraya bile giremiyoruz. sıraya girsek 2 ay sonra arıyorum kaçıncı sırada olduğumu soruyorum sistemde sıramı göremiyorlarmış.                ",5 ay
"Keşke bütün markalar bunu yapsa, hırsız, dolandırıcı, galerici dostu!!  bayilere para (rüşvet) yedirmek istemiyoruz                ",5 ay
"Bunu tüm firmalar yapmalı, kıskanç almanlar bizi bizden daha çok düşünüyor.                ",5 ay
"Gürcistan nın ileri ""görüşsüz liderleri"" araçlardan vergi almamış. O yüzden araç orda çok ama çok ucuz.Almanyada %19kdv var. Hollanda da kdvnin yanı sıra ötv benzeri bir vergide var.                ",5 ay
hepsi böyle satsın da yamyam galericilerden kurtulalım                ,5 ay
Bu dönemde hepsi köşe oldu aldıkları avantalarla. Umarım ömür boyu iş bulamazlar aldıkları ahlar say say bitmez                ,5 ay
"İyi oldu, olması gereken oldu.                ",5 ay
"2. el ithalatı serbest. Hybrit ve elektrikte vergi sıfır. Bizde de 2. el ithalatı gümrük birliği gereğince serbest olmalı ama Tansu'dan beri uygulanmıyor. Siz ordan araç alamazsınız. Şartları var. ORda yerleşik olmanız gerekiyor, min 1 yıl kalmanız lazım 6 ay hiç çıkmamanız gerekli vs. Hepsi olsa bile TR sıfır araba getireceksin diyor. Tüm vergilerini de istiyor. Çok bir avantajı yok.                ",5 ay
"Tansu demek belli bir kesimi korumuş, o zaman togg yoktu ama hurda araba cennetini engellemiş kendince. Ama insanın en verimli zamanını çalışıp karşılığı yeni bir araba bile alamamasında da suçu var.                ",5 ay
"kendi adıma dükkana gidip bakıp beğenip online indirim kovalıyorum. showroomlar bir miktar işsiz kalabilir.""biz buna park sensörü taktık"" diye fiyata +10000 koyan satıcılara üzülmüyorum tabii ki.                ",5 ay
review,date
"
Mercedes-Benz, Türkiye’de hayata geçirdiği müşteri odaklı Yeni Satış Modeli'ni duyurdu. Mercedes-Benz’in lüks stratejisinin de bir parçası olan bu satış modelinde, bayiler acentelere dönüşüyor ve kusursuz müşteri deneyiminin daha da yukarı taşınmasındaki rolleri farklılaşıyor.15 Mayıs'tan itibaren geçerli olacak15 Mayıs’tan itibaren devreye alınacak Online Store veya acenteler aracılığıyla müşteriler, araç stoklarını gerçek zamanlı ve şeffaf biçimde takip edebilecekler, ülke genelinde geçerli olacak tek fiyatla diledikleri araç modeline ulaşabilecekler. Müşteriler, Mercedes-Benz Finansal Hizmetler tarafından sunulan kredi seçenekleriyle uygun buldukları finansman ve Mercedes-Benz Kasko teklifini tercih edebilecekler.Araçlarını teslim almak istedikleri Mercedes-Benz acentesini seçen müşterilere faturalar Mercedes-Benz Otomotiv tarafından kesilirken, araç tescil, plaka ve teslim işlemlerini ise acenteler yürütmeye devam edecek.“Giderek dijitalleşen bir dünyada, müşterilerin satın alma alışkanlıkları değişiyor ve sunduğumuz yeni satış modeli ister online ister fiziksel, tutarlı ve şeffaf bir satın alma yolculuğu sağlıyor. Ayrıca, yeni modelimiz ile müşterilerimiz nereden araç satın almayı seçerlerse seçsinler fiyatlandırma şeffaf ve tek şekilde sunulduğundan, farklı lokasyonlardan fiyat karşılaştırması süreci ortadan kalkıyor."" diyerek yeni satış modelini tanıtan Mercedes-Benz Otomotiv İcra Kurulu ve Otomobil Grubu Başkanı Şükrü Bekdikhan sözlerine şöyle devam etti:“Yeni Satış Modeli ile inovasyon, şeffaflık ve çok daha hızlı bir iletişim imkânı sunması sayesinde müşterilerimizle olan bağımızı daha da güçlendireceğiz. Bu heyecan verici dönüşümü birlikte tasarladığımız acentelerimiz, benzersiz müşteri deneyimini ileri taşımak için uzun yıllara dayanan uzmanlıkları ve deneyimleriyle fark yaratmaya devam edecekler.”Yeni iş modeliyle birlikte kilit rol oynamaya devam edecek olan Mercedes-Benz acenteleri, artık stok bulundurmak zorunda olmadıklarından finansal ve piyasa dalgalanmalarına dair riskleri azalacak, ülke genelindeki tek fiyat politikasıyla müşteri talep ve ihtiyaçlarına daha fazla odaklanma imkânı bulacaklar. Acenteler, daha önceden olduğu gibi ürün danışmanlığı, test sürüşü, araç teslimi, ikinci el araç satışı, satış sonrası hizmetler, aksesuar satışı ve teknik servis gibi konularda hizmetlerine devam edecek.Ayrıca Bkz.Tesla, indirimlerden sonra otomobil fiyatlarına zam yaptıMercedes-Benz Otomotiv Hafif Ticari Araçlar İcra Kurulu Üyesi Tufan Akdeniz de konuyla ilgili açıklamasında şunları söyledi:“Mercedes-Benz’in faaliyet gösterdiği ülkeler arasında Türkiye, hafif ticari araç satışlarında Yeni Satış Modeli’ni otomobil ile uygulayan ilk ülke oldu. Yeni modelimiz sayesinde müşteri deneyimini üst düzeye çıkaracak birçok yeni uygulamayı süreçlerimize dahil ettik. Online konfigüratör ve test sürüşü rezervasyon uygulaması müşterilerimizin direkt olarak kullanabileceği yeni uygulamalar olduğu gibi, bu deneyimi dolaylı olarak etkileyen geliştirmeleri de hayata geçirmiş durumdayız. Yeni Satış Modeli’nin devreye alınması sonrasında da araçların müşterimizin taleplerine göre çok daha spesifik olarak konfigüre edildiği filo satışlarında hem Mercedes-Benz olarak biz, hem de acentelerimiz her türlü desteği vermeyi sürdüreceğiz.” ",5 ay
Bu işin sonu iyi değil . Eğer tüm markalar bu sisteme geçerse yavaş yavaş bayilerini kapatıp tamamen dijitale geçerler. Pek çok bayi calişanı işsiz kalır.                ,5 ay
Darısı diğer üreticilere.                ,5 ay
"hayat değişirse iş kolları da değişir, kısa vadede olacaklara bakmamak lazım.                ",5 ay
"bence olması gereken muhteşem bir olay. darısı tüm diğer satıcılara, motosiklet satıcıları dahil !!! Bayiler liste fiyat karıyla satış yapabilir. Hiç kimse de işsiz kalmaz showroom ihtiyacı asla tükenmez.                ",5 ay
Teslim bedeli kokusu alıyorum :D                ,5 ay
Seni öne çekeriz ama ! tayfası üzgün.  Az insanların ahını almadılar (+parasını)                ,5 ay
e inşallah                ,5 ay
Hepsi geçsin bu sisteme .Bayiler yok çekiyor sıfır araçlara.Sıfır araç alacakken aynı fiyata ikinci el araç aldım                ,5 ay
Gayet iyi olur.                ,5 ay
Darısı diğer bayilerin başına. Yavşaklara el altından para yedirmek istemiyorum.                ,5 ay
"mercedes bu online satış sistemini tutturursa eğer volvo, audi gibi bayiyle satış yapan markaların araçlarını sırada bekleyen müşterileri de kapacak. müşterileri mercedes e kaptırmamak için diğer markalar da bu sisteme geçiş yapmak zorunda kalacak.  bugün transit fiyatı almak için bayileri aradım. temmuza kadar araç yok diyorlar. doğal olarak 2023 transiti olanlar, fordun 700bin tl ye sattığı arabayı sahibinden de 950bin tl ye ilana koymuşlar.transit ticari araç. binek de değil ki otomobil gibi bir sürü talebi olsun. otosan gölcük fabrikası çalışıyor şuan. ikincisi de yerli üretim. avrupadan falan da ithal edilmiyor. bu çakallıkları bayiler yapıyor. fabrikaların suçu yok. hatta ford transit bulamadığım için 15 mayıstan sonra mercedesin sitenie girip sprinter var mı, varsa eğer ne kadar diye bakacağım. normalde bayiden sprinter almak aklımın ucundan geçmezdi.                ",5 ay
Bakın Tesla Türkiye nasıl bir çok personel aldı. Togg keza aynı. O arkadaşlar araba anlatırlar ve gene de ekmek yerler. Bu sistem iğrenç. Umarım Mercedes tutturur bu düzeni.                ,5 ay
"Bayilerin suçu  yok. Suç ülkeyi yönetenlerde. Ağır cezalar yok. Bayiler 5-10 bin ceza ile durumu kurtarıyorlar.  el altından para alanlar, liste fiyatından yüksek satış yapanlar tespit edilirse 5-10 milyon TL ya da bayi kapatma + hapis  cezası verseler. Daha caydırıcı olur. Ancak fakir fukaranin cebindeki 5-10 TL nin peşinden koşsunlar. Gelirine göre ceza ve vergi alınmıyor.                ",5 ay
"Teknolojinin bu aşamaya gelmiş olması ve küresel firmaların kullanici faydasiba bu teknolojiyi kullanmalari beni hep cok mutlu etmistir. Internetten arac siparisi gercekten bir devrim, görürmüyüm bilmem ama 30 40 yıl sonrası hayatımızı tahmin edemiyorum artik gercekten                ",5 ay
"Bayi zaten servisten ekmek yiyor, onlara çok koymaz satıştaki personel araç tanıtımı, test sürüşü hizmeti yine verecek, online da olsa satış bağladığında primini vs alır. İnternetten fotoğraflara bakmak başka araca gidip gerçekten dokunmak hissetmek başka. Dışından beğenmediğim pek çok araca bayiye gidip içine oturunca aslında güzel araçmış dedim, o deneyimin yerini online tutamaz.                ",5 ay
review,date
En azından bu düzende düzdürmek istememeniz de elzem :) Aynı fikirdeyim. Ben sizden farklı olarak ÖTV garabetinin daha düşük olduğu dönemlerde hepsini aldım kullandım(yaklaşık 40 araç aldım sattım).Ama bu şekilde ki bir hırsızlığa müsaade edipte o araçlara para vermem....NET                ,5 ay
a200 sedan güzlemiş                ,5 ay
review,date
2020-2022 kasa tasarımAudi > Bmw > MercedesA5 ve 420 liste başı(A5 coupe sıralama dışı çok eziyor)                ,7 ay
Mercedes e serisinden başlar.                ,7 ay
Dedi cebinde beş kuruş olmayan adam                ,7 ay
"Emekli ve memurların maaşı eridi en çok. En düşük emekli maaşı asgari ücretten yüksekti, şimdi 5500 lira. En düşük memur maaşı eskiden iki asgari ücretti şimdi 11848 lira.                ",7 ay
